Notes,ICD Sub-Chapter,ICD Sub-Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident",V64.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident",V64.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of heavy transport vehicle injured in nontraffic accident",V64.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting",V64.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V64.5,57,334914895,0
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident",V64.6,10,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident",V64.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of heavy transport vehicle injured in traffic accident",V64.9,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, driver injured in nontraffic accident",V65.0,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident",V65.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle injured in nontraffic accident",V65.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, unspecified occupant of heavy transport vehicle injured in nontraffic accident",V65.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, person injured while boarding or alighting",V65.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, driver injured in traffic accident",V65.5,10,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, passenger injured in traffic accident",V65.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident",V65.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, unspecified occupant of heavy transport vehicle injured in traffic accident",V65.9,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, driver injured in nontraffic accident",V66.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident",V66.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident",V66.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, unspecified occupant of heavy transport vehicle injured in nontraffic accident",V66.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, person injured while boarding or alighting",V66.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, driver injured in traffic accident",V66.5,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, passenger injured in traffic accident",V66.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident",V66.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, unspecified occupant of heavy transport vehicle injured in traffic accident",V66.9,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, driver injured in nontraffic accident",V67.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, passenger injured in nontraffic accident",V67.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident",V67.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, unspecified occupant of heavy transport vehicle injured in nontraffic accident",V67.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, person injured while boarding or alighting",V67.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, driver injured in traffic accident",V67.5,47,334914895,0
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, passenger injured in traffic accident",V67.6,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident",V67.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, unspecified occupant of heavy transport vehicle injured in traffic accident",V67.9,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in noncollision transport accident, driver injured in nontraffic accident",V68.0,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in noncollision transport accident, passenger injured in nontraffic accident",V68.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in noncollision transport accident, person on outside of vehicle injured in nontraffic accident",V68.2,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in noncollision transport accident, unspecified occupant of heavy transport vehicle injured in nontraffic accident",V68.3,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in noncollision transport accident, person injured while boarding or alighting",V68.4,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in noncollision transport accident, driver injured in traffic accident",V68.5,78,334914895,0
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in noncollision transport accident, passenger injured in traffic accident",V68.6,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in noncollision transport accident, person on outside of vehicle injured in traffic accident",V68.7,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of heavy transport vehicle injured in noncollision transport accident, unspecified occupant of heavy transport vehicle injured in traffic accident",V68.9,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,V69.0,0,334914895,Unreliable
,Transport accidents,V01-V99,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,V69.1,0,334914895,Unreliable
,Transport accidents,V01-V99,Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident,V69.2,0,334914895,Unreliable
,Transport accidents,V01-V99,Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident,V69.3,0,334914895,Unreliable
,Transport accidents,V01-V99,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V69.4,30,334914895,0
,Transport accidents,V01-V99,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V69.5,11,334914895,Unreliable
